song_name,song_popularity,song_duration_ms,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,audio_mode,speechiness,tempo,time_signature,audio_valence
Smells Like Teen Spirit,81,301920,2.55e-05,0.502,0.912,0.000173,1,0.106,-4.556,1,0.0564,116.761,4,0.72
...Baby One More Time,78,211066,0.2019999999999999,0.759,0.6990000000000001,0.000131,0,0.4429999999999999,-5.745,0,0.0307,92.96,4,0.907
Absolute Zero,39,229830,0.000107,0.552,0.987,0.24,6,0.865,-2.927,1,0.0792,139.954,4,0.59
I Could've Been Your Lover Too,57,189626,0.925,0.784,0.213,3.48e-05,11,0.3929999999999999,-10.78,0,0.0422,135.85399999999998,4,0.3389999999999999
44 More,27,188613,0.0717,0.818,0.5720000000000001,0.0,1,0.1009999999999999,-7.085,1,0.228,139.968,4,0.236
Halo,82,261640,0.272,0.508,0.72,0.0,11,0.0563,-5.908,0,0.0628,79.983,4,0.472
No Stylist,91,192172,0.0215,0.765,0.7040000000000001,0.0,5,0.2269999999999999,-4.589,0,0.127,147.055,4,0.498
Breakeven,76,261426,0.173,0.63,0.698,0.0,10,0.0789,-4.51,1,0.0244,94.023,4,0.529
On the Road,32,196530,0.02,0.465,0.7490000000000001,0.000379,10,0.105,-6.653,0,0.358,72.579,4,0.39
Start Me Up - Remastered,76,213066,0.0531,0.638,0.928,0.11,5,0.0875,-4.078,1,0.0388,122.428,4,0.966
Let It Fly (feat. Travis Scott),88,186872,0.0414,0.902,0.8190000000000001,0.0,1,0.106,-3.321,1,0.317,89.0,4,0.746
Aqueous Transmission,55,466560,0.00501,0.415,0.456,0.763,9,0.178,-12.082,1,0.0352,151.937,4,0.0935
Break Ya Neck,45,231666,0.4629999999999999,0.826,0.79,0.00251,4,0.0614,-7.555,0,0.242,83.014,4,0.7390000000000001
Ciencia Ficción,25,215567,0.0577,0.569,0.944,0.337,9,0.0562,-8.1,0,0.0319,130.001,4,0.39
Raincheck,26,179533,0.346,0.598,0.594,0.00496,1,0.125,-9.619,0,0.05,132.158,4,0.5870000000000001
One Kiss (with Dua Lipa),93,214846,0.037,0.7909999999999999,0.862,2.19e-05,9,0.0814,-3.24,0,0.11,123.994,4,0.5920000000000001
Drops of Jupiter,78,259933,0.154,0.4679999999999999,0.64,0.0,0,0.154,-5.862,1,0.0275,79.297,4,0.499
Talkin' Bout,52,123233,0.000947,0.601,0.973,0.00196,8,0.906,-2.709,1,0.389,150.07,4,0.1369999999999999
High Hopes,92,190946,0.193,0.579,0.904,0.0,5,0.064,-2.729,1,0.0618,82.014,4,0.6809999999999999
Boom Clap,62,169866,0.154,0.659,0.911,0.000304,4,0.191,-2.28,1,0.0786,91.999,4,0.5760000000000001
Starships,68,210626,0.135,0.747,0.716,0.0,11,0.251,-2.457,0,0.075,125.008,4,0.7509999999999999
"Quizas, Quizas, Quizas,",45,150506,0.8759999999999999,0.632,0.33,8.19e-06,9,0.106,-10.939,0,0.0328,109.826,4,0.805
The Way We Move,63,168760,0.217,0.539,0.836,0.000168,11,0.303,-5.365,1,0.0654,135.596,4,0.759
Always On Time,73,245063,0.205,0.607,0.7140000000000001,0.0,5,0.301,-6.007000000000001,0,0.278,96.619,4,0.8270000000000001
no tears left to cry,92,205920,0.04,0.6990000000000001,0.713,3.11e-06,9,0.294,-5.507000000000001,0,0.0594,121.993,4,0.354
SICKO MODE,97,312820,0.00513,0.8340000000000001,0.73,0.0,8,0.124,-3.714,1,0.222,155.00799999999998,4,0.446
Oxygene - Spa Version,53,309428,0.899,0.684,0.231,0.935,7,0.114,-21.574,0,0.0391,140.017,4,0.0492
Major (feat. Key Glock),75,195546,0.0109,0.907,0.65,0.000424,6,0.107,-5.6610000000000005,0,0.312,147.026,4,0.626
In My Head,50,280733,0.078,0.67,0.603,0.00108,5,0.351,-8.027000000000001,0,0.0672,148.985,4,0.6809999999999999
Internacionales,3,187932,0.062,0.7140000000000001,0.959,4.5e-05,1,0.0353,-1.503,0,0.0486,102.037,4,0.65
Día Cero,58,271706,0.0438,0.684,0.763,7.68e-05,7,0.0916,-6.861000000000001,0,0.046,99.918,4,0.6779999999999999
"Never Recover (Lil Baby & Gunna, Drake)",89,194732,0.0716,0.757,0.69,0.0,1,0.192,-5.327000000000001,0,0.282,132.064,4,0.914
I See Fire,0,291718,0.7,0.418,0.3339999999999999,0.0,10,0.29,-7.38,0,0.0318,76.075,4,0.2289999999999999
Encadená,16,197520,0.0652,0.594,0.772,0.00104,8,0.0838,-5.039,1,0.266,97.112,4,0.6729999999999999
Glorious,55,207293,0.0016899999999999,0.45,0.755,0.00451,11,0.123,-5.029,0,0.0383,103.185,4,0.0648
hometown,64,256071,0.000621,0.315,0.826,0.000669,7,0.0703,-4.315,0,0.0644,139.16299999999998,4,0.359
Memories (feat. Kid Cudi),34,209226,0.00145,0.561,0.852,5.92e-06,8,0.2739999999999999,-6.871,1,0.251,129.971,4,0.402
Bonjour ibiza - Deep house mix,54,321538,0.000234,0.885,0.838,0.833,7,0.0636,-6.69,1,0.111,122.725,4,0.746
Fine China,0,141586,0.0484,0.6559999999999999,0.542,0.0,7,0.126,-7.358,1,0.3229999999999999,166.111,4,0.551
Since U Been Gone,75,188960,0.00165,0.662,0.741,0.0303,0,0.114,-5.406000000000001,1,0.0334,131.0,4,0.4039999999999999
Dancing In the Dark,75,241306,0.0115,0.527,0.942,0.0,1,0.188,-5.64,0,0.0366,148.72299999999998,4,0.495
All Your Love,60,285004,0.43,0.648,0.752,0.12,5,0.1119999999999999,-9.1,1,0.0456,119.931,4,0.2319999999999999
Rock the Casbah - Remastered,72,222426,0.287,0.7959999999999999,0.872,0.0,9,0.284,-6.722,0,0.0573,129.894,4,0.866
Oh Lawd,44,251734,0.625,0.804,0.497,6.22e-05,1,0.1169999999999999,-12.484000000000002,1,0.19,95.993,4,0.782
Heaven's Just A Sin Away,29,146466,0.775,0.56,0.593,0.0,6,0.0917,-7.622000000000001,1,0.0313,154.311,4,0.862
KICK (feat. 6ix9ine),76,164004,0.0157,0.775,0.513,0.0,5,0.127,-7.653,0,0.0613,137.032,4,0.585
Let Me Down Slowly,83,169180,0.733,0.649,0.5479999999999999,0.0,1,0.136,-5.692,0,0.0318,150.036,4,0.506
I'm Yours,69,243494,0.564,0.6890000000000001,0.432,0.0,11,0.0928,-9.394,1,0.0452,151.079,4,0.747
Wasted (feat. Lil Uzi Vert),84,258475,0.0381,0.742,0.579,0.0,0,0.0952,-5.024,1,0.2019999999999999,144.994,4,0.502
Dr Feelgood,32,282560,0.000766,0.536,0.959,0.0533,2,0.22,-5.126,1,0.076,111.012,4,0.39
Howlin' For You,65,191800,0.0299,0.708,0.737,0.0804,11,0.1009999999999999,-6.665,0,0.0943,132.612,4,0.476
marYlin mst,26,181875,0.243,0.688,0.684,0.617,0,0.149,-9.166,0,0.797,91.511,4,0.875
Red Wine,54,239093,0.0596,0.631,0.8109999999999999,0.00887,5,0.295,-3.749,0,0.027,90.248,4,0.8809999999999999
Stringz - 140 Energy Remix,17,222012,0.0223,0.738,0.591,0.7440000000000001,10,0.102,-8.122,0,0.0462,140.048,4,0.355
Dreaming,47,206142,0.608,0.526,0.4539999999999999,0.28,4,0.113,-11.906,1,0.0292,139.988,4,0.1009999999999999
Summer Guest,48,224613,0.705,0.564,0.356,0.0569,3,0.135,-14.839,1,0.0267,106.06,4,0.519
Signal,50,265951,0.0505,0.7929999999999999,0.31,0.0875,5,0.0618,-5.256,1,0.052,75.98899999999999,4,0.25
On The Run (feat. Offset),76,263933,0.0038299999999999,0.964,0.502,0.0,0,0.0874,-7.604,1,0.191,127.993,4,0.551
Still Ray,52,183293,0.0598,0.875,0.435,3.66e-05,10,0.0949,-8.516,0,0.0379,83.79799999999999,4,0.845
Money (That's What I Want),58,158493,0.349,0.6559999999999999,0.813,0.0,5,0.114,-7.324,1,0.033,132.313,4,0.96
BAE,43,211546,0.318,0.736,0.457,0.0,3,0.129,-6.459,0,0.183,96.964,4,0.45
You Worry Me,22,214160,0.121,0.665,0.639,0.327,2,0.0952,-7.747000000000001,1,0.0276,100.082,4,0.642
Life's What You Make It,54,186109,0.371,0.655,0.6859999999999999,1.13e-06,7,0.113,-5.7010000000000005,1,0.0279999999999999,112.974,4,0.544
For All Time - Extended Mix,55,464879,5.76e-05,0.748,0.632,0.8270000000000001,6,0.0566,-8.413,0,0.0384,120.021,4,0.0553
Stacey's Mom,42,201080,0.225,0.763,0.615,0.0,9,0.103,-9.026,1,0.0483,120.018,4,0.8059999999999999
Wasted Love (feat. Dougy),0,209531,0.475,0.539,0.936,0.104,10,0.106,-3.803,1,0.1119999999999999,128.015,4,0.225
Last Forever,50,84705,0.9,0.326,0.0251,0.929,9,0.106,-25.925,0,0.0387,85.279,3,0.109
Nevermind,90,156600,0.156,0.5920000000000001,0.691,9.78e-06,3,0.418,-8.354,1,0.196,99.976,4,0.0796
Mine All Mine,19,181306,0.889,0.6759999999999999,0.349,5.59e-05,4,0.0809,-11.258,1,0.0765,185.516,4,0.7759999999999999
Don't Need You - Edit,23,267997,3.01e-05,0.212,0.97,2.83e-06,7,0.0682,-4.68,1,0.132,152.577,4,0.349
Hips Don't Lie,84,218093,0.284,0.778,0.8240000000000001,0.0,10,0.405,-5.892,0,0.0712,100.024,4,0.7559999999999999
Take A Look Around,32,321040,0.018,0.49,0.856,0.36,1,0.0871,-5.659,1,0.049,101.93,4,0.516
Smoke,51,222115,0.457,0.861,0.125,0.421,0,0.1009999999999999,-16.482,1,0.0708,78.036,4,0.4
Daffodils,54,126163,0.246,0.662,0.605,0.0137,6,0.145,-10.149,1,0.649,76.374,4,0.6940000000000001
All I Am,87,218868,0.0445,0.74,0.669,0.0,0,0.184,-5.199,1,0.0373,122.007,4,0.536
You Ain't Woman Enough,38,132320,0.488,0.6729999999999999,0.44,0.0,8,0.0653,-10.761,1,0.0935,75.23899999999999,4,0.845
Where We Start,58,200066,0.882,0.662,0.384,6.38e-05,2,0.122,-6.198,1,0.0288,120.117,4,0.186
Don't Stop Believin',76,248906,0.25,0.491,0.802,0.0,4,0.387,-7.106,1,0.0392,119.25,4,0.472
More Than a Feeling,78,285133,0.0008939999999999,0.377,0.682,0.00217,7,0.0504,-8.039,1,0.0299,108.736,4,0.288
Napkins,63,215625,0.431,0.747,0.444,1.25e-06,0,0.106,-8.976,0,0.386,144.138,4,0.66
Dancing In the Dark,75,241306,0.0115,0.527,0.942,0.0,1,0.188,-5.64,0,0.0366,148.72299999999998,4,0.495
Amor Eterno,59,408440,0.445,0.301,0.335,0.00181,0,0.7509999999999999,-8.564,1,0.0303,176.59099999999998,4,0.386
Se Te Olvidó,61,269360,0.184,0.7809999999999999,0.498,0.0,10,0.103,-6.17,1,0.0273,113.981,4,0.346
"Verde, amarillo y rojo",62,338146,0.617,0.389,0.898,6.73e-05,4,0.659,-6.445,1,0.265,170.167,4,0.6970000000000001
Blood / / Water,21,216720,0.0016,0.512,0.884,0.00215,6,0.0763,-5.659,0,0.168,154.019,4,0.649
Guantanamera,58,199316,0.833,0.7440000000000001,0.601,0.0242,10,0.131,-5.2410000000000005,1,0.0349,143.542,4,0.905
Worst Comes To Worst - Edited,53,215973,0.293,0.8009999999999999,0.74,0.0,8,0.369,-7.162000000000001,0,0.355,92.042,4,0.828
Indita Mia,20,227226,0.3989999999999999,0.645,0.7340000000000001,0.0004469999999999,5,0.0512,-5.832000000000001,0,0.0469,106.159,4,0.6609999999999999
Locked Out Of Heaven,79,233478,0.049,0.726,0.698,0.0,5,0.309,-4.165,1,0.0431,143.994,4,0.867
blueberry,46,116119,0.0759,0.664,0.265,0.8140000000000001,4,0.145,-11.28,0,0.0646,90.98,4,0.368
Bailando - Spanish Version,71,243413,0.0426,0.723,0.777,3.68e-06,7,0.0451,-3.503,1,0.108,91.017,4,0.961
Post Break-Up Sex,2,176346,6.54e-05,0.4039999999999999,0.8859999999999999,0.00945,5,0.217,-4.122,1,0.0463,136.875,4,0.578
Lovefool - Radio Edit,35,193893,0.0443,0.644,0.599,0.0,9,0.286,-7.936,1,0.0289999999999999,111.829,4,0.941
Feast of the Damned,42,171813,1.02e-06,0.327,0.991,0.936,1,0.445,-4.263999999999999,1,0.0653,102.052,4,0.303
"I Don't Like It, I Love It (feat. Robin Thicke & Verdine White)",50,224258,0.0242,0.8540000000000001,0.7659999999999999,0.0,9,0.0793,-4.697,0,0.141,118.004,4,0.784
Say No More,54,196691,0.131,0.546,0.63,0.0,1,0.12,-7.269,1,0.264,133.025,4,0.402
"Ghostbusters - From ""Ghostbusters""",55,245600,0.0192,0.787,0.588,0.0205,6,0.347,-14.228,0,0.0355,115.513,4,0.8029999999999999
RAP DEVIL,84,286117,0.217,0.895,0.8390000000000001,3e-06,0,0.239,-4.512,1,0.2269999999999999,149.951,4,0.7559999999999999
Centerfold,72,216533,0.249,0.653,0.677,0.0,0,0.4029999999999999,-12.244000000000002,1,0.0396,114.37,4,0.888
Mataz,51,349200,0.095,0.7390000000000001,0.52,0.0169,11,0.143,-9.891,1,0.038,90.06,4,0.6659999999999999
Sleepyhead,52,175080,0.425,0.575,0.971,3.4e-06,8,0.105,-3.261,1,0.11,106.052,4,0.764
Shy (Feat. Artinb),45,175500,0.436,0.619,0.68,0.0,8,0.0605,-5.361000000000001,0,0.429,83.896,4,0.6709999999999999
Common People,69,351693,0.00562,0.3229999999999999,0.8029999999999999,5.9e-05,0,0.073,-9.034,1,0.0408,144.27100000000002,4,0.54
6 Figures,55,200000,0.0061,0.885,0.737,0.0,1,0.5920000000000001,-6.468,1,0.0677,89.977,4,0.496
Dante's Creek,61,182594,0.499,0.5579999999999999,0.455,0.0,8,0.0992,-7.337000000000001,0,0.0382,160.096,4,0.316
Always Remember Us This Way,79,210200,0.299,0.541,0.522,0.0,0,0.775,-5.997000000000001,1,0.044,129.85299999999998,4,0.255
Zooted (feat. French Montana & Farruko),74,217652,0.267,0.815,0.626,1.31e-05,6,0.275,-5.138999999999999,1,0.103,109.989,4,0.5710000000000001
Sorry,65,165697,0.715,0.618,0.255,0.0,7,0.0958,-12.5,1,0.0396,85.943,4,0.547
Reet Petite,57,162093,0.389,0.6779999999999999,0.6829999999999999,0.0,5,0.135,-5.417999999999999,1,0.1669999999999999,85.969,4,0.8420000000000001
100 Miles and Running (ft. Wale & John Lindahl),78,353453,0.556,0.8440000000000001,0.935,0.0,7,0.42,-3.585,1,0.0641,118.999,4,0.958
Barbed Wire,0,265678,0.0152,0.613,0.843,0.0,7,0.0917,-8.343,1,0.186,102.968,4,0.325
First Love,66,207427,0.0257,0.619,0.938,1.39e-05,5,0.128,-5.245,1,0.35,94.38,4,0.601
Apply Some Pressure,61,200346,0.000719,0.3779999999999999,0.953,2.89e-05,9,0.0936,-3.632,1,0.138,167.808,4,0.512
Fashion After All,53,204878,0.00571,0.816,0.653,0.0709,6,0.0855,-5.87,0,0.039,123.022,4,0.631
Seasons,34,196571,0.32,0.723,0.506,0.00255,11,0.315,-7.792000000000001,0,0.0509,105.021,4,0.5720000000000001
Free Lunch,65,192029,0.223,0.865,0.472,5.39e-05,11,0.109,-7.359,0,0.237,130.011,4,0.843
Ghetto Boy Blues,24,197328,0.025,0.4,0.603,0.0,10,0.372,-8.832,0,0.0785,76.418,4,0.653
FEFE (feat. Nicki Minaj & Murda Beatz),96,179404,0.088,0.931,0.387,0.0,1,0.136,-9.127,1,0.412,125.978,4,0.376
I Bet,57,190278,0.1939999999999999,0.401,0.461,0.0,5,0.124,-5.652,0,0.208,166.954,4,0.33
Five More Hours - Deorro x Chris Brown,74,211975,0.0288,0.6990000000000001,0.883,0.0,5,0.8170000000000001,-3.2260000000000004,0,0.2189999999999999,127.961,4,0.499
Under Pressure,72,233028,0.2,0.667,0.478,0.0,2,0.0927,-5.345,1,0.0316,113.502,4,0.337
Hola (feat. Maluma),71,192376,0.0207,0.757,0.711,3.04e-05,8,0.11,-5.693,1,0.0769,113.026,4,0.649
Im Not Your Puppet - Feat. Mz. Lavish,29,206733,0.0491,0.92,0.44,0.144,0,0.136,-8.44,1,0.196,94.986,4,0.603
Brand New,49,271693,0.335,0.904,0.858,3.58e-05,8,0.0594,-6.5360000000000005,1,0.204,120.128,4,0.679
Bazar,60,209573,0.11,0.789,0.753,0.00043,8,0.0483,-11.888,1,0.0342,127.063,4,0.971
Who Want The Smoke?,76,198666,0.0732,0.899,0.7509999999999999,0.0,11,0.127,-4.063,0,0.311,140.029,4,0.636
Immigrant Song,61,145066,0.00031,0.574,0.926,0.478,11,0.386,-10.79,1,0.0562,113.097,4,0.609
151 Rum,77,156695,0.1989999999999999,0.73,0.86,0.00182,7,0.322,-3.532,1,0.191,129.952,4,0.647
Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song],75,202626,0.00627,0.7659999999999999,0.873,0.0,11,0.0764,-6.381,0,0.143,126.988,4,0.743
Argonauts,49,187053,0.000101,0.564,0.778,0.00682,9,0.0661,-6.763,1,0.0369,120.012,4,0.616
Gasolina,6,192573,0.335,0.855,0.794,4.38e-06,0,0.0711,-6.497999999999999,1,0.0557,96.013,4,0.7509999999999999
I Was Made For Lovin' You,17,270013,0.0961,0.775,0.825,4.86e-05,4,0.0776,-6.337000000000001,1,0.0396,128.362,4,0.8809999999999999
Treat You Better,43,187973,0.13,0.748,0.8190000000000001,0.0,10,0.111,-4.032,0,0.198,110.645,3,0.792
Show You,69,191235,0.0056,0.636,0.693,0.000604,6,0.114,-6.013999999999999,0,0.0647,96.09,4,0.3879999999999999
Mi Forma de Ser,46,285441,0.165,0.5770000000000001,0.76,2.54e-05,7,0.155,-7.196000000000001,1,0.0914,146.55200000000002,4,0.8270000000000001
Amiga mía,68,290973,0.519,0.629,0.703,0.0,2,0.11,-4.875,1,0.0504,144.016,4,0.402
Yoppa (with BlocBoy JB),73,163404,0.125,0.8140000000000001,0.495,0.0,9,0.11,-7.405,0,0.0772,140.885,4,0.347
"Thunderclouds (with Sia, Diplo & Labrinth)",93,187026,0.0085,0.691,0.716,9.06e-06,7,0.263,-5.985,1,0.0351,112.035,4,0.507
Gole Maryam,25,258240,0.595,0.61,0.3939999999999999,0.000302,7,0.27,-15.453,0,0.0691,106.797,4,0.8420000000000001
Dale Don Dale,42,212413,0.0269,0.8320000000000001,0.815,0.00028,6,0.0892,-7.81,0,0.0971,95.031,4,0.809
You Say,83,274693,0.669,0.494,0.637,0.0,5,0.0882,-6.381,1,0.0333,147.924,4,0.1
Diamond Heart,21,210426,0.0696,0.6609999999999999,0.648,1.09e-06,3,0.126,-5.385,0,0.0682,127.764,4,0.332
Saghi,29,245000,0.818,0.5660000000000001,0.593,0.0,8,0.129,-9.736,0,0.0725,87.70299999999999,4,0.7290000000000001
Double Up (feat. Belly and Dom Kennedy) - Bonus Track,64,361280,0.0544,0.604,0.436,0.000242,2,0.162,-8.32,1,0.188,107.978,4,0.239
When Doves Cry - Recorded At Spotify Studios NYC,63,280827,0.638,0.7759999999999999,0.335,0.000126,9,0.15,-10.152,1,0.0614,127.754,4,0.54
Bela Lugosi's Dead,55,577226,0.00352,0.4529999999999999,0.721,0.833,11,0.698,-13.164,0,0.0533,149.55700000000002,4,0.601
Want To,86,211817,0.0788,0.5720000000000001,0.691,0.000132,8,0.0619,-4.783,0,0.123,92.082,4,0.318
The Glamorous Life,50,543560,0.0261,0.759,0.675,0.0341,3,0.431,-14.366,0,0.0422,127.522,4,0.866
Good as You,20,192053,0.4,0.634,0.516,0.0,8,0.142,-6.05,1,0.0373,153.83100000000002,4,0.769
Noono Paniro Sabzi,25,536040,0.181,0.529,0.944,0.0109,7,0.8390000000000001,-5.89,1,0.1159999999999999,115.433,4,0.278
Guillotines,34,140759,0.2769999999999999,0.61,0.8190000000000001,0.0,11,0.62,-4.626,1,0.217,94.281,4,0.4539999999999999
Rico Vacilon,22,164000,0.71,0.639,0.782,1.88e-05,6,0.0967,-6.396,0,0.0841,133.299,4,0.755
Resolution,55,256389,0.0523,0.516,0.5660000000000001,0.000949,7,0.11,-8.339,1,0.0378,126.819,4,0.175
Bella y Sensual,78,204700,0.228,0.635,0.713,0.0,11,0.0506,-6.909,1,0.0937,179.864,4,0.7490000000000001
El Telefono,63,235626,0.188,0.809,0.6890000000000001,0.0,2,0.469,-7.098,1,0.135,90.00399999999999,4,0.498
Danky,0,275293,0.00359,0.647,0.932,7.57e-05,5,0.076,-3.88,1,0.0764,107.973,4,0.366
I'll Be There,58,263707,0.241,0.519,0.536,0.00011,11,0.114,-6.471,0,0.0806,124.042,4,0.297
Chan Chan,69,257737,0.8420000000000001,0.506,0.433,0.0311,2,0.1119999999999999,-14.183,0,0.0345,83.22200000000001,4,0.6409999999999999
Your Love - Mob Tactics Remix,38,274472,0.00157,0.482,0.989,0.3929999999999999,4,0.325,-1.747,0,0.0506,174.05700000000002,4,0.305
Beginnings,59,73777,0.7879999999999999,0.612,0.183,0.599,6,0.108,-15.316,0,0.113,69.987,5,0.519
Youth Of The Nation,72,256240,0.00834,0.563,0.86,0.0106,8,0.39,-7.532999999999999,1,0.0621,97.867,4,0.517
Work - BURNS' Late Night Rollin Remix,37,222546,0.0101,0.8029999999999999,0.5760000000000001,1.9e-05,11,0.222,-8.021,1,0.251,105.923,4,0.4479999999999999
I Know,52,218778,0.115,0.545,0.908,0.0,0,0.0877,-6.547999999999999,1,0.0512,120.155,4,0.391
Fire Alarm,8,237106,0.000148,0.499,0.938,0.0204,6,0.302,-3.806,0,0.0606,145.047,4,0.479
Gotta Travel On,25,150493,0.8220000000000001,0.568,0.512,1.14e-05,3,0.0941,-12.223,1,0.0764,177.144,4,0.892
Represent - Explicit Album Version,0,252560,0.0297,0.759,0.693,1.24e-05,11,0.128,-9.036,1,0.305,92.771,4,0.698
Instruction,28,165466,0.1169999999999999,0.546,0.927,0.0,4,0.103,-3.075,0,0.239,119.642,4,0.917
Elevation,61,200816,0.14,0.785,0.8490000000000001,0.0,4,0.251,-4.16,0,0.288,98.02,4,0.452
Open Your Eyes,60,237346,0.000145,0.579,0.973,0.0567,5,0.226,-2.152,0,0.09,116.025,4,0.677
You Got It,68,210266,0.596,0.649,0.618,1.46e-06,9,0.192,-10.728,1,0.0265,114.688,4,0.667
dreary,42,124974,0.895,0.7340000000000001,0.295,0.947,8,0.3779999999999999,-21.746,1,0.0512,120.88,4,0.407
Dejala,43,265866,0.529,0.743,0.437,0.00286,10,0.0616,-12.567,0,0.0379,94.542,4,0.928
Don't Touch My Hair,63,257546,0.409,0.823,0.411,0.00135,0,0.649,-7.061,1,0.0557,90.997,4,0.397
Umbrella,82,275986,0.00864,0.583,0.8290000000000001,0.0,1,0.0426,-4.603,1,0.134,174.028,4,0.575
Shadowboxin',63,209973,0.0071,0.703,0.6459999999999999,3.8e-06,1,0.16,-10.036,1,0.372,92.029,4,0.752
Go Get The Money,55,239860,0.0206,0.804,0.7040000000000001,0.0,1,0.1159999999999999,-5.162000000000001,1,0.128,139.981,4,0.417
Man Can't,19,172714,0.074,0.845,0.787,0.0,9,0.104,-6.787999999999999,1,0.288,139.986,4,0.507
You Worry Me,22,214160,0.121,0.665,0.639,0.327,2,0.0952,-7.747000000000001,1,0.0276,100.082,4,0.642
Speechless,80,212745,0.3279999999999999,0.631,0.44,0.0,1,0.239,-5.948,1,0.0279999999999999,136.033,4,0.418
Most Girls,80,204400,0.0485,0.76,0.588,0.0,9,0.0847,-7.082000000000001,1,0.0775,102.974,4,0.384
Prince Charming,0,151062,0.4539999999999999,0.6509999999999999,0.573,0.0,1,0.155,-9.468,1,0.315,78.219,4,0.605
Rusty,54,198582,0.16,0.87,0.5720000000000001,0.00282,6,0.0993,-7.667000000000001,1,0.039,119.98,4,0.8540000000000001
Ego,50,162857,0.0933,0.39,0.787,0.6859999999999999,8,0.1159999999999999,-6.025,0,0.211,154.924,5,0.7829999999999999
Lové (feat. Gradur),58,195000,0.317,0.7809999999999999,0.42,0.0,0,0.111,-9.725,0,0.304,127.801,4,0.603
The Girl Is Mine feat. Destiny's Child & Brandy,38,216613,0.00422,0.6829999999999999,0.943,0.0978,9,0.0355,-3.6,1,0.0397,118.99,4,0.7070000000000001
Broken Heart,50,187371,0.0108,0.528,0.861,0.0,2,0.268,-4.309,1,0.0518,95.02,4,0.591
MS Footwork,11,147008,1.35e-05,0.725,0.3979999999999999,0.00962,7,0.0552,-8.152999999999999,1,0.0696,159.97299999999998,4,0.4679999999999999
The Unknown,50,173538,0.0672,0.48,0.889,2.93e-06,11,0.0859,-2.4130000000000003,0,0.0454,129.985,4,0.297
Sidewall,43,132000,0.4,0.851,0.171,0.7490000000000001,0,0.111,-9.565,1,0.162,80.064,4,0.512
What Do You Mean?,14,207546,0.65,0.841,0.5710000000000001,0.00033,5,0.0895,-8.066,0,0.102,125.032,4,0.772
Anything Like Her (feat. Tiffi),58,191707,0.843,0.701,0.3879999999999999,0.00914,2,0.115,-12.12,1,0.285,81.955,4,0.142
Fall,90,262493,0.2269999999999999,0.83,0.546,0.0,1,0.1119999999999999,-5.716,1,0.295,182.973,4,0.535
Home Cookin',52,209173,0.775,0.654,0.638,0.92,5,0.108,-8.999,0,0.0465,146.388,4,0.79
Show Yourself,57,182893,4.99e-06,0.4679999999999999,0.977,0.0213,8,0.0543,-4.198,1,0.0645,134.996,4,0.493
"Perfect Pint (feat. Kendrick Lamar, Gucci Mane & Rae Sremmurd)",70,240926,0.172,0.741,0.562,0.0,4,0.0751,-5.474,0,0.165,180.06799999999998,4,0.292
Catch Up (feat. Chief Keef),69,190720,0.0786,0.62,0.667,0.0,1,0.0654,-4.971,0,0.22,136.119,4,0.2739999999999999
Happy Without Me,69,206946,0.228,0.57,0.5760000000000001,0.0,1,0.33,-6.792000000000001,1,0.0631,143.94299999999998,4,0.4379999999999999
Na De Na,68,202866,0.178,0.879,0.888,0.0,6,0.122,-5.684,1,0.141,119.942,4,0.6629999999999999
Disco Valley - Interactive Noise Remix,36,415609,0.00922,0.727,0.797,0.805,6,0.266,-7.61,0,0.158,139.996,3,0.188
What's Up?,80,295493,0.16,0.561,0.555,0.0,11,0.114,-9.734,0,0.0287,134.369,4,0.497
Medicina De Amor,47,360066,0.316,0.652,0.563,0.0,1,0.0453,-3.799,1,0.0435,144.6,4,0.91
Don't Look Back In Anger - Remastered,66,289559,0.0596,0.3329999999999999,0.922,2.05e-06,0,0.126,-4.087,1,0.0592,162.97799999999998,4,0.335
Beautiful,27,178242,0.214,0.6659999999999999,0.677,0.0,2,0.0979,-5.742999999999999,1,0.0326,100.014,4,0.178
Deja Vu,55,105547,0.148,0.797,0.3429999999999999,0.0004799999999999,9,0.0841,-9.327,0,0.267,147.945,4,0.486
Dreamer,2,347800,0.0836,0.866,0.6809999999999999,0.0159,3,0.0433,-6.587000000000001,0,0.0534,109.492,4,0.974
"Signed, Sealed, Delivered (I'm Yours)",65,158040,0.00495,0.6459999999999999,0.784,0.0,5,0.061,-6.1370000000000005,1,0.0334,108.84,4,0.8190000000000001
Milkshake,27,196074,0.0207,0.767,0.999,0.887,6,0.22,-4.781000000000001,1,0.0826,128.007,4,0.212
Cleopatra,67,201413,0.228,0.536,0.775,0.000143,8,0.0947,-6.765,1,0.0394,151.393,4,0.485
Elevate,0,208530,0.000515,0.772,0.8029999999999999,0.272,7,0.0957,-6.823,1,0.281,159.996,4,0.5920000000000001
Wild Wild West,40,280840,0.00215,0.669,0.768,8.93e-06,1,0.177,-9.089,1,0.0562,185.884,4,0.943
Ta'mo Bien,41,269113,0.201,0.627,0.871,0.0126,9,0.128,-4.013,0,0.182,136.116,4,0.762
Sleep,62,167000,0.8809999999999999,0.5579999999999999,0.0843,4.09e-06,0,0.13,-18.398,1,0.0372,109.528,4,0.153
